OIDN,UIDN,CODSEC,NISCODE,SEC,SECNAAM,LENGTE,OPPERVL
139,39976,11052A03-,11052,A03-,DOORNAARDSTRAAT,2847.7,243610.75
620,21327,12030A212,12030,A212,SAUVEGARDE,1650.34,95816.76
1202,19999,11002R34-,11002,R34-,MUGGENBERG,1236.65,95410.23
155,39986,11052A3PA,11052,A3PA,BEEMDKANT-DE KEER,11088.68,3004768.49
1945,40523,13046A191,13046,A191,DEKKERSVEN,6789.02,1764603.46
283,40060,11057A3MW,11057,A3MW,INDUSTRIE WEST,4440.43,746409.65
666,40234,12035A081,12035,A081,ST.-KATEL.WAVER - VERSPR. BEW.,14687.14,6256839.8
1350,20108,11008A01-,11008,A01-,BRASSCHAAT-CENTRUM,4067.07,537787.36
729,21436,13001A100,13001,A100,VOORHEIDE,8897.98,2116928.76
1015,19813,11002A12-,11002,A12-,K.N.S.-NAT. BANK (SP. WALLEN),1950.46,162339.38
767,21473,13003A7PA,13003,A7PA,HOLVEN,2594.9,317332.12
1959,22014,13049B00-,13049,B00-,TONGERLO-CENTRUM,5574.33,854392.97
3932,41642,24048A080,24048,A080,RAAMBEEK-VERSPREIDE BEWONING,2483.94,3218.2
1712,21768,13021A04-,13021,A04-,MEIBERG,6682.53,1253064.87
1027,39634,11002B782,11002,B782,GALGEWEEL (LINKEROEVER),10785.99,2995536.98
434,21141,12021A01-,12021,A01-,LIER-CENTRUM-OOST,1490.3,138768.95
976,21682,13014E10-,13014,E10-,KOLONIE-KERN,3699.01,321758.38
1213,20010,11002S01-,11002,S01-,FONTEINSTRAAT,1928.76,204806.1
9478,44023,46013A08-,46013,A08-,KRUIBEKE-POLDER OOST EN ZUID,1718.82,676.5
3434,41368,23096A283,23096,A283,BOS VAN AA,3088.81,4102.05
1627,20697,11035B043,11035,B043,KNOD,2943.21,353320.31
1612,39882,11030A17-,11030,A17-,POTAARDESTRAAT,6311.43,1924745.12
1476,39796,11021A01-,11021,A01-,GEELHAND,2799.56,352461.23
1884,40498,13037A191,13037,A191,BREEBOS,10392.91,2804191.76
79,20786,11040A10-,11040,A10-,DONK,4578.77,598084.62
334,21041,12007A052,12007,A052,DOREGEM,5425.3,586685.21
1609,39879,11030A052,11030,A052,NIEL - BIEZERD-WEST,1741.37,103860.15
916,21622,13012A000,13012,A000,HERENTHOUT-CENTRUM,6166.82,1359495.02
798,40302,13006A030,13006,A030,BRASEL,6412.43,471044
1666,21722,13017B10-,13017,B10-,LAGE RIELEN,3393.6,273002.12
1672,21728,13017C000,13017,C000,TIELEN-CENTRUM,5023.32,957288.98
1259,20056,11002U09-,11002,U09-,SLIJKHOEK - FORT 6,5049.67,656501.15
19794,39571,11002P6CK,11002,P6CK,EK-SCHOONBROEK HANDBOOG,1372.85,115779.84
386,40112,12014A19-,12014,A19-,BRUGGENEINDE,11550.37,4931161.89
642,40224,12034A00-,12034,A00-,SINT-AMANDS -DORPSKERN,3255.67,450168.9
127,39966,11050A04-,11050,A04-,ZEVENBUNDER,4089.57,527474.6
1334,20248,11005A20-,11005,A20-,BAREEL-PARK,2061.39,137741.52
1109,19907,11002K171,11002,K171,ALBERTDOK,10323.06,6040075.04
1222,39677,11002S19-,11002,S19-,TE BOELAERPARK,2043.39,173037
103,39951,11040A50-,11040,A50-,KLEINE BAREEL,3573.53,214748.07
3643,41490,24007A022,24007,A022,SLEUTELJE - PLANKENBRUG,753.99,672.68
870,21576,13010A1MR,13010,A1MR,ALBERTKANAAL,4186.91,601040.18
1285,39698,11002V07-,11002,V07-,METALLURGIE - COCKERILL,6264.68,1428947.34
182,20889,11053B000,11053,B000,LOENHOUT-CENTRUM,4966.4,986066.89
723,21430,13001A03-,13001,A03-,BERENDONK - HUISKENS,6226.89,780997.47
1935,40515,13046A022,13046,A022,GALGENEINDE,3578.15,521956.69
359,40100,12009A012,12009,A012,BEUNT,3483.09,560129.76
1256,20053,11002U01-,11002,U01-,YPERMAN - STEYTELINCK,4121.19,776197.26
1524,20594,11023A04-,11023,A04-,BEAULIEU,3519.38,347775.96
1009,19807,11002A03-,11002,A03-,HOOGSTRAAT (SPAANSE WALLEN),1212.46,92446.64
1799,40458,13029A23-,13029,A23-,DE BLEEK - HEIBLOEM,5539.49,932159.18
200,40011,11054A19-,11054,A19-,HOOIDONK,8070.91,2973206.8
995,19793,11001A063,11001,A063,TEN DORPE,2804.54,218269.83
1537,39833,11023A291,11023,A291,SCHIETVELD,11389.95,4233035.53
1736,40424,13023A282,13023,A282,KOLONIE-WEST MERKSPLAS,4021.82,485097.91
4649,41806,24109A0PA,24109,A0PA,DE MOOR,512.64,519.57
1896,21951,13040A051,13040,A051,BEGIJNHOF - KASTELEIN,4250.45,572972.66
1162,19959,11002Q12-,11002,Q12-,KROONWIJK,3153.73,432309.15
82,20789,11040A13-,11040,A13-,BERKENRODE,3654.34,531017.28
816,40308,13008A091,13008,A091,GEEL-VERSPREIDE BEWONING,19154.83,6220287.71
305,40069,12002A29-,12002,A29-,GANGELBERG,13248.16,3729207.52
1632,39891,11035B2PA,11035,B2PA,VERLOREN VELDEN,13239.23,1914010.96
1596,39868,11029A201,11029,A201,LUITHAGEN,3149.22,336876.28
1831,40475,13035A19-,13035,A19-,EEL-VERSPREIDE BEWONING,24253.68,10694100.92
1197,39669,11002R29-,11002,R29-,ERTBRUGGE VELD,2669.15,351673.51
1919,21974,13040A742,13040,A742,BOUWSE PAD,2479.37,257113.14
1752,21808,13025A101,13025,A101,DONK BEWONING,3028.45,431249.72
669,40237,12035A110,12035,A110,NIEUWENDIJK,7367.54,1565562.58
1058,39636,11002E15-,11002,E15-,GERECHTSHOF (ZUIDWIJK),1421.11,113196.24
1018,19816,11002A15-,11002,A15-,HESSENHUIS (SPAANSE WALLEN),1936.28,161756.4
199,20906,11054A0QB,11054,A0QB,DONK,11393.61,2549633.22
534,21241,12025B020,12025,B020,HET HEIKEN - PLEIN,6867.87,509048.58
1225,39679,11002S2MJ,11002,S2MJ,E3 - E39,7718.91,885218.49
110,39954,11044A042,11044,A042,HAZEPAD,3353.45,410664.36
1328,20242,11005A051,11005,A051,SCHOMME,1827.96,148333.98
859,40328,13008B832,13008,B832,MOSSELGOREN,5167.87,1280506.79
1671,40400,13017B312,13017,B312,ACHTERLEE - AMBACHTELIJKE ZONE,6742.54,757306.32
274,20981,11057A010,11057,A010,WESTMALLE - DORPSKOM-OOST,4752.08,729286.04
939,21645,13014A00-,13014,A00-,VRIJHEID,3927.6,374095.69
1760,40433,13025A332,13025,A332,GOMPEL GLASFABRIEK,4768.56,921516.18
1089,19887,11002H43-,11002,H43-,ST.-JANSPLEIN-TRAPSTR.(N.WIJK),2145.28,215322.62
337,40084,12007A09-,12007,A09-,SCHELDEPOLDERS,21513.54,8248907.14
582,40190,12026C191,12026,C191,FORT - DE HEIDE,13507.48,2154316.4
1556,20626,11024A142,11024,A142,HOGE AARD,3323.98,392875.06
1069,19867,11002F60-,11002,F60-,KIEL - CENTRUM (KIEL),1888.41,169845.73
325,40080,12005B191,12005,B191,PEULIS-VERSPREIDE BEWONING,6153.96,1061246.86
1878,40492,13037A070,13037,A070,VAART,9134.38,4160813.99
583,21290,12029A00-,12029,A00-,PUTTE-CENTRUM,4884.14,659464.84
1726,21782,13023A02-,13023,A02-,MOLENZIJDE,2221.91,188432.04
1732,21788,13023A18-,13023,A18-,LIPEINDE- HET GEHEUL,8744.7,776667.3
568,40184,12026A09-,12026,A09-,NIJLEN-VERSPREIDE BEWONING,11372.07,4700281.64
411,21118,12014D001,12014,D001,WIEKEVORST-KERN,4538.84,730031.74
838,40322,13008A67-,13008,A67-,OUDE MOLEN,5164.58,856852.8
1982,40538,13053A100,13053,A100,HEIDE,9544.01,1470100.51
420,40125,12014E091,12014,E091,BOOISCHOT-VERSPREIDE BEWONING,19733.26,4990585.1
55,39925,11039A21-,11039,A21-,KLEINE WATERSTR.-SCHILDESTRAND,6419.43,1409501.56
1703,21759,13019D01-,13019,D01-,ZIELESTRAAT,4646.1,406004.9
1345,39725,11007A03-,11007,A03-,VAN PUTLEI,4539.67,674438.05
1876,21931,13037A042,13037,A042,MERRET,4204.71,523886.8
511,21218,12025A631,12025,A631,KATANGA,1107.99,63319.64
92,39942,11040A27-,11040,A27-,ALBERTKANAAL-NOORD,6160.81,574355.45
1683,21739,13019A05-,13019,A05-,ACHTERSTENHOEK,6118.72,1074001.83
291,20998,11057B212,11057,B212,HOGE WARANDE,3492.9,305258.4
1484,39804,11021A19-,11021,A19-,HOOFSE HOEK,5585.24,1590848.7
1416,39759,11009C03-,11009,C03-,SINT-JOB-IN-'T GOOR - DORP-N.,5109.61,853567.27
768,40286,13003B000,13003,B000,OLMEN - KERN,4144.19,534965.32
982,40386,13016B000,13016,B000,WESTMEERBEEK-KERN,6913.06,1246071.49
1438,39777,11016A042,11016,A042,HONDSBERG,3431.64,461591.69
219,20926,11054E01-,11054,E01-,WATERSCHAP,2963.24,434739.77
1046,19844,11002D30-,11002,D30-,CHARLOTTALEI (OOSTWIJK),1912.33,182493.64
610,40209,12030A091,12030,A091,OVERHEIDE,8287.43,2397953.73
1487,20557,11022A02-,11022,A02-,KIJKUIT-WEST,5380.65,1187380.9
391,21098,12014A322,12014,A322,RASHOEVE,3133.62,343536.22
1095,19893,11002J072,11002,J072,OUDE HAVEN,6085.23,383706.87
888,40344,13011A081,13011,A081,HELLEKENS - LANGENDONK,8136.26,1583303.81
4,20712,11035D012,11035,D012,HOOG -TONGEL -VEN -LEEUWERIK,11686.47,1796312.94
989,19787,11001A00-,11001,A00-,AARTSELAAR-CENTRUM,5248.13,531589.58
1640,21696,13017A021,13017,A021,RETIE BAAN,5119.82,696415
1902,21957,13040A209,13040,A209,ZEVENDONK-KERN,3627.3,544314.34
741,21447,13003A00-,13003,A00-,BALEN-CENTRUM,4180.9,753736.14
1723,40418,13021A2PA,13021,A2PA,HAKKENRODE,5812.81,1834867.42
646,21353,12034A04-,12034,A04-,KETEN - SMISSEN,2210.56,209541.65
1850,40481,13035C091,13035,C091,POPPEL-VERSPR. BEW.,34146.19,17376379.4
148,20855,11052A180,11052,A180,GULKENRODE - FORT 2 - SCHRANSHOEVE - MOFFENHOEVE,8897.35,1437533.77
1389,39744,11009A21-,11009,A21-,KAMBEENHEIDE,5110.17,716771.91
1746,21802,13025A03-,13025,A03-,SINT-JAN-BERCHMANS,4340.81,798198.05
1815,40468,13031A211,13031,A211,RIST - HERHUISJES,5730.32,565182.76
907,40352,13011B011,13011,B011,WOUD,4675.78,516803.72
1593,20663,11029A172,11029,A172,HEIRBAAN,1877.6,138013.81
3934,41644,24048A11-,24048,A11-,KRUISHEIDE,387.86,433.85
1689,21745,13019B000,13019,B000,WECHELDERZANDE-CENTRUM,5936.82,1445172.6
953,21659,13014C01-,13014,C01-,EINDMEER,7405.8,1325604.26
1408,39754,11009B19-,11009,B19-,DE LEEUWERIK,8671.79,3501320.31
790,21496,13004A312,13004,A312,BEEKAKKERS,3641.15,604635.27
1038,19836,11002C29-,11002,C29-,STADSPARK (STATIONSWIJK ),1759.6,150759.52
1501,39810,11022A28-,11022,A28-,WITTE  HOEVESEHEIDE,9505.36,2258769.35
1276,20073,11002U60-,11002,U60-,DOOY SLOOY,3113.84,390197.4
1288,20085,11002V11-,11002,V11-,PORTUGESEHOF,3409.35,587087.39
1026,19824,11002B752,11002,B752,GLORIANTLAAN (LINKEROEVER),2291.62,289073.38
749,40275,13003A101,13003,A101,BANKEI WEZEL,10269.7,2156046.91
748,40274,13003A091,13003,A091,BALEN NOORDWEST,8882.71,1826160.09
1376,39739,11008A500,11008,A500,VRIESDONK,5640.28,1074780.47
1354,39729,11008A091,11008,A091,PARK,4092.5,654430.39
603,40203,12029B091,12029,B091,MAGHEIKEN,7220.66,1893394.99
13,39899,11037A02-,11037,A02-,STEENBERGHOEK,3248.51,266372.89
15502,46906,71069B091,71069,B091,GERHOEVEN,2213.97,2485.49
1364,20122,11008A22-,11008,A22-,MISHAGEN,3772.65,799769.69
1370,20128,11008A332,11008,A332,DUREN TIJD,4545.67,730082.39
257,40047,11056A1MJ,11056,A1MJ,INDUSTRIEGEBIED,13825.34,8245400
227,40025,11055A0BP,11055,A0BP,KIEVIT,6423.99,1452058.12
1139,39650,11002P111,11002,P111,DE BIST,4193,519526.52
7820,43396,42004A2PN,42004,A2PN,NIEUWSTAD-DRIEHUIZEN-VITSSTRAAT,3689.91,3621.08
252,40043,11056A03-,11056,A03-,H.GEESTHOEK,2282.42,202063.06
1160,39657,11002Q10-,11002,Q10-,OUDE BAREEL,2709.18,332905.28
1081,19879,11002G59-,11002,G59-,ALBERTPARK (OOSTWIJK),1536.68,89894.26
1550,20620,11024A05-,11024,A05-,BLAUWE STEEN,3272.13,371300.13
1449,39782,11016A281,11016,A281,STEENPAAL - GROTE HORENDONK,16680.59,6132313.02
1839,21894,13035B18-,13035,B18-,HEGGE,6626.95,1712533.87
12,20720,11037A01-,11037,A01-,KLEINE LANDEIGENDOM,3672.55,611149.36
554,21261,12025F041,12025,F041,SPOORWEG-NOORD - VERSPR. BEW.,4313.09,352979.55
1314,20228,11004A23-,11004,A23-,SCHALIEHOEVEBUURT,4578.2,696629.81
40,39918,11038A070,11038,A070,LAAR,6301.08,1690209.24
61,20769,11039B01-,11039,B01-,HERTEBOS,5768.24,1186570.75
178,40000,11053A591,11053,A591,OUDERSEEL - HEIKEN,10293.85,2845229.92
43,39921,11038A1BR,11038,A1BR,TULPENAREN,1514.83,96794.68
1530,39828,11023A11-,11023,A11-,ERTBRAND,3790.62,235715.91
796,21502,13006A000,13006,A000,DESSEL-CENTRUM,7087.65,1194394.64
1695,21751,13019C011,13019,C011,LOZIJDE,4179.11,646112.07
427,40129,12014F01-,12014,F01-,NIEUWE WIJK,1980.87,151525.38
1282,20079,11002V03-,11002,V03-,KAPELSTRAAT,1671.16,144541.01
1032,19830,11002C21-,11002,C21-,ATHENEUM (STATIONSWIJK),1557,118257.25
865,40330,13010A032,13010,A032,KERKVELD,4287.62,852624.55
596,40197,12029A2AW,12029,A2AW,VOETBALVELDEN,3825.28,293374.87
959,40376,13014C0PA,13014,C0PA,BLAUWPUTTEN - VAALMOER - RAMEN,44738.15,20113026.8
1133,19930,11002P02-,11002,P02-,SCHOONBROEK,2619.03,304139.14
1124,39504,11002L100,11002,L100,BERENDRECHT - KERN (BERENDRECHT - 4 DISTRICT),6428.11,2082061.79
1754,40430,13025A122,13025,A122,DONK-INDUSTRIE,5574.34,1600541.97
1365,39734,11008A283,11008,A283,HET LEEG - MIKSE HEIDE,5209.49,1350663.18
21,39904,11037B01-,11037,B01-,1 MEI-BUURT,2068.34,237313.94
847,21553,13008A842,13008,A842,HEIBLOEM,4014.19,762659.66
1182,19979,11002R05-,11002,R05-,TER RIVIEREN,2298.67,226639.28
925,21631,13013A030,13013,A030,HOGEWEG - DIEPERSTRAAT,6989.59,1639455.54
1900,40502,13040A120,13040,A120,EVERDONGEN,7949.87,951987.58
1343,39723,11007A01-,11007,A01-,VOGELZANG,2806.15,294665.64
260,20967,11056A312,11056,A312,NEERBROEK,2129.98,120795.83
592,21299,12029A20-,12029,A20-,PEULIS-NOORD,2262.04,190414.98
409,40120,12014C10-,12014,C10-,ASSCHOP,1580.39,113361.51
854,21560,13008A942,13008,A942,GROENENHEUVEL,2334.86,294898.62
948,21654,13014B00-,13014,B00-,MINDERHOUT-DORP,7451.81,1078142.44
1717,40414,13021A182,13021,A182,BOKKENRODE,10691.28,2022877.12
1857,40485,13035C1PA,13035,C1PA,LANGE BEEMDEN,11930.27,2842821.53
1931,21986,13044A10-,13044,A10-,SASSENHOUT-KERN,4467.37,449721.92
498,21205,12025A462,12025,A462,SINT-JAN BERCHMANS,2284.43,252973.1
250,40041,11056A01-,11056,A01-,ZWIJNDRECHT-CENTRUM-OOST,2585.18,251439.52
166,20873,11053A1AA,11053,A1AA,MARTENDIJK,5598.86,444255.98
615,21322,12030A143,12030,A143,HAVERBLOK,2599.42,218310.79
1302,39701,11002V391,11002,V391,POLDERBOS,8294.86,1165333.94
558,40178,12025F191,12025,F191,WILLENDRIES,7417.04,1417122.26
19799,39576,11002Q2PP,11002,Q2PP,ME-MERKSEMSE POLDER,9045.25,1129158.34
214,20921,11054D08-,11054,D08-,VEN,3897.94,512696.04
1532,39829,11023A133,11023,A133,RIJMAKERSBOS,2939.88,440482.18
237,20944,11055A235,11055,A235,SCHRIEKHEIDE,5543.93,1017206.67
514,40161,12025A67-,12025,A67-,INDUSTRIEPARK-NOORD,2896.12,322948.16
1428,39769,11013A12-,11013,A12-,VERBRANDE HOEVE,2136.49,141847.59
902,21608,13011A312,13011,A312,ZAVELSTRAAT,2871.13,254922.72
9,39897,11035D19-,11035,D19-,ALLIERS HEIDE,4281.27,819419.96
651,40229,12034B00-,12034,B00-,OPPUURS-DORP,1849.31,110243.37
4718,41849,24134D191,24134,D191,RODEBERG-MOS VINNE-VERSP. BEW.,266.72,200.71
1382,20140,11009A03-,11009,A03-,PAPBOS,4526.63,334704.34
739,21445,13002A10-,13002,A10-,ZONDEREIGEN,3162.53,224751.89
1353,20111,11008A04-,11008,A04-,KLINIEK,4141.27,784413.24
9455,44013,46003F183,46003,F183,SCHELDE,3426.09,0.42
707,21414,12040C000,12040,C000,BLAASVELD-CENTRUM,4232.28,702218.15
68,20775,11040A00-,11040,A00-,SCHOTEN-CENTRUM,3006.18,434900.75
74,20781,11040A060,11040,A060,KLEINVELD,3622.2,486146.34
30,39909,11037C110,11037,C110,PREDIKHERENHOEVE,3680.8,434444.34
1323,39712,11005A00-,11005,A00-,BOOM-CENTRUM,2533.08,224082.88
1808,40463,13031A085,13031,A085,DRAAIBOOM,13946.72,2378687.87
638,21345,12030D012,12030,D012,HOF TER BOLLEN,1922.87,191996.01
1220,20017,11002S12-,11002,S12-,VAN DE PERRELEI,2321.4,229033.72
875,40337,13010A212,13010,A212,MEERHOEVEN,3213.99,514411.48
1291,20088,11002V14-,11002,V14-,LICHTENBERG,2350.62,285685.08
1243,20040,11002T180,11002,T180,ROOY,3110.11,342231.93
785,21491,13004A122,13004,A122,DEN HOUT - KANAAL-NOORD,4514.71,433676.21
1634,20704,11035C01-,11035,C01-,VELD - HET LOO,4638.82,541356
3443,41376,23096B212,23096,B212,VAARTDIJK,3190.17,2768.69
696,40251,12040A294,12040,A294,FORT,5024.88,907920.8
1977,22032,13053A000,13053,A000,VEERLE-DORP,5058.79,1019573.18
661,21368,12035A011,12035,A011,SINT-KATEL.WAVER -STATIONSSTR.,4729.3,515930.14
921,40359,13012A0PV,13012,A0PV,VERSPREID,39295.06,19919863.12
1333,39719,11005A191,11005,A191,KLEINE STEYLEN,5500.15,935492.46
1629,39889,11035B091,11035,B091,RUNDVOORT - VRIESEL,11493.48,3058559.6
1914,21969,13040A622,13040,A622,DE WARANDE,1901.2,192621.59
183,20890,11053B01-,11053,B01-,NEERVEN,3660.22,332514.34
1890,40499,13037A3PA,13037,A3PA,HELHOEK-LOOI,14389.21,2966748.33
1251,20048,11002T30-,11002,T30-,ZURENBORG,1781.84,184967.8
684,40242,12035B191,12035,B191,DUIVELSHOEK,4879.53,774992.68
1096,19894,11002J80-,11002,J80-,LUCHTBAL-ZUID,4570.72,534673.89
1168,19965,11002Q222,11002,Q222,RIETSCHOORVELDEN,1213.37,69381.74
515,21222,12025A690,12025,A690,DE HOLM,4454.39,682658.67
271,40055,11056B273,11056,B273,OEVERKANT,5561.86,681370.61
1786,40452,13029A032,13029,A032,WEEEN,3221.27,360116.69
983,40387,13016B090,13016,B090,DE HEIDE,20042.13,3765594.06
1871,40491,13036A3PP,13036,A3PP,KINSCHOT-KORTIJNEN,14315.76,5021432.24
277,20984,11057A042,11057,A042,GROOTAKKER,2014.7,230820.4
3629,41485,24001B291,24001,B291,GIJMEL-VERSPREIDE BEWONING,3416.1,4088.19
1445,20203,11016A1AJ,11016,A1AJ,WILDERT WEEKENDZONE-OOST,7300.17,1554673.47
1206,39672,11002R41-,11002,R41-,DRAKENHOF,4446.48,504204.47
1465,20535,11018A054,11018,A054,BOUWERIJVELDEN,2556.85,186407.08
825,21531,13008A301,13008,A301,STELEN-KERN,2991.48,310650.52
1580,39857,11025A091,11025,A091,ROETAARDSHOEK,5807.1,870293.39
965,21671,13014D00-,13014,D00-,MEERLE-DORP,6138.51,1085407.62
1668,40399,13017B191,13017,B191,RIELENBROEK,12104,3360193.71
1921,40509,13040A793,13040,A793,LOKEREN - HET LOOI,8976.93,2233365.05
284,40061,11057A3PW,11057,A3PW,SCHEPERSDIJK,7461.57,2558094.89
156,39987,11053A000,11053,A000,WUUSTWEZEL-CENTRUM,4285.8,644310.66
485,40147,12025A297,12025,A297,KAUWENDAAL-VERSPREIDE BEWONING,4799.64,489513.36
469,21176,12025A031,12025,A031,MELAAN,1445.07,127779.69
1960,22015,13049B011,13049,B011,DE WIMP,2610.82,382621.16
383,21090,12014A053,12014,A053,HOF VAN RIEMEN,4304.7,672567.83
137,20844,11052A010,11052,A010,KALLEMENT,3934.22,529382.12
3933,41643,24048A0PN,24048,A0PN,DIJLE,330.44,304.93
1214,20011,11002S02-,11002,S02-,DEN BLEEKHOF,2050.57,208589.51
1050,19848,11002D34-,11002,D34-,DAGERAADPLAATS - OOSTSTATIE (OOSTWIJK),2598.13,338114.58
1297,20094,11002V29-,11002,V29-,HOF TER GROEN,2258.45,163497.13
931,40364,13013A190,13013,A190,KIPDORP -GOORBEEK -NETEVALLEI,23999.11,6926453.08
1459,39787,11016A691,11016,A691,MOLENWIJK - VOORTSE HOEVE,14156.14,5207211.34
777,40289,13004A010,13004,A010,KATTESPOEL - VELD,5548,1006202.66
559,40179,12025F200,12025,F200,SINT-ALBERTUS-KERN,3914.53,498046.28
1773,21829,13025A700,13025,A700,MILLEGEM,6527.12,1246502.01
1610,39880,11030A091,11030,A091,BROEK,4339.46,877109.13
1208,39674,11002R43-,11002,R43-,EKSTERLAAR,3032.81,430572.99
1667,21723,13017B182,13017,B182,JEUGDCENTRUM,7793.17,2228615.05
1260,20057,11002U10-,11002,U10-,HONDSNEST - MOLENVELD,4810.06,621272.79
423,21130,12014E122,12014,E122,MOER,4965.35,618447.22
667,40235,12035A091,12035,A091,ST.-KATEL.WAVER - CENTRUM-ZUID,15863.26,4996507.13
1003,39630,11001A20-,11001,A20-,DE KOEKOEK,2869.98,432877.61
350,40093,12007B3MA,12007,B3MA,KLEYN MECHELEN VELD - LODDERHEYDE,2635.62,287292.07
678,21385,12035B00-,12035,B00-,O. L. VROUW WAVER - CENTRUM,2952.87,372142.19
390,40113,12014A31-,12014,A31-,ACHTERHEIDE,3767.91,394734.38
1585,39862,11029A02-,11029,A02-,HOF VAN RIETH,2334.31,321397.22
1518,39822,11022A682,11022,A682,HEIKEN-ZUID,3800.11,444371.26
1616,39883,11035A08-,11035,A08-,SCHAPENVONDER,7215.77,1413846.95
643,40225,12034A01-,12034,A01-,DE KUUR,3205.9,370045.47
3442,41375,23096B19-,23096,B19-,MOLENHEIDE,143.27,8.07
1110,19908,11002K172,11002,K172,MARSHALL-EN INDUSTRIEDOK ESSO,17512.8,8969539.51
1541,39835,11023B330,11023,B330,KLEIN HEIKEN,4763.71,749653.64
9465,44017,46003G19-,46003,G19-,VENDOORN - PONJAART,4234.18,3703.48
633,40219,12030C000,12030,C000,BREENDONK-KERN,5150.29,934033.89
80,20787,11040A11-,11040,A11-,SCHOTENHOF,6380.02,1809995.79
529,21236,12025A932,12025,A932,BEGIJNHOF,1449.78,93512.01
9479,44024,46013A0MV,46013,A0MV,HOGENAKKERHOEK,700.89,195.48
971,21677,13014D2AA,13014,D2AA,GROOT EYSSEL - ZUID,4383.79,320615.5
1645,40393,13017A091,13017,A091,WAMP - KLEINE NETE,22734.67,9217698.96
1868,21923,13036A280,13036,A280,OBROEK,6864.57,1517130.51
724,21431,13001A04-,13001,A04-,BROEKKANT,7893.24,1359523.68
1938,40516,13046A053,13046,A053,KONIJNENBERG,3446.43,339392.4
278,40057,11057A091,11057,A091,SCHUUROVEN,18659.52,10120913.5
1577,39854,11025A042,11025,A042,MOEDERHOEVE,3629.26,413034.79
475,21182,12025A12-,12025,A12-,WINKETBURG - KOOLSTRAAT,2675.65,335422.75
1525,20595,11023A050,11023,A050,STARRENHOF,7457.88,918351.6
19795,39572,11002P6DK,11002,P6DK,EK-GR.HAGELKRUIS-L.BAEKELANDSTRAAT,2555.57,222515.65
721,21428,13001A01-,13001,A01-,WAMPENBERG - PLEINTJE,5965.97,1570990.63
145,39981,11052A100,11052,A100,KANDONKLAAR,4237.21,536084.73
141,39978,11052A052,11052,A052,VERBRANDE  LEI,3664.77,321701.21
1342,20100,11007A00-,11007,A00-,BORSBEEK-CENTRUM,2233.82,208989.78
1393,20151,11009A30-,11009,A30-,OVERBROEK,8042.07,629487.68
803,40305,13006A0NA,13006,A0NA,STEENHEI - ZANDBERGEN,7725.43,2933804.39
1335,20249,11005A211,11005,A211,WATERTOREN,3965.35,375859.31
1422,39764,11013A03-,11013,A03-,POSDIJK,2923.08,229502.54
575,21282,12026C000,12026,C000,KESSEL-CENTRUM,4011.57,679103.65
1607,39877,11030A02-,11030,A02-,NIEL - DORP-WEST,3173.06,280533.64
329,21036,12007A001,12007,A001,BORNEM-CENTRUM,4015.56,704331.6
1157,19954,11002Q052,11002,Q052,EIGEN HEERD,1105.38,74555.49
1637,39892,11035C09-,11035,C09-,DE BIEST,11767.12,5227031.87
1073,39637,11002F65-,11002,F65-,PIUS X (KIEL),2424.62,188696.43
1257,20054,11002U02-,11002,U02-,OVERSNES - DUIVELSHOEK,2575.05,348964.06
672,40238,12035A211,12035,A211,EKELENVELD,4150.38,601158.85
1201,39670,11002R33-,11002,R33-,KRIEKENHOF,2391.02,265036.82
1920,21975,13040A753,13040,A753,DE VELDEKENS,2731.93,243989.2
1090,19888,11002H44-,11002,H44-,STUIVENBERGPLEIN (NOORDWIJK),1531.18,139003.32
1495,39805,11022A181,11022,A181,NATUURRESERVAAT,22364.44,17850640.2
320,21027,12005B00-,12005,B00-,RIJMENAM-CENTRUM,3303.82,399906.99
861,40329,13008B890,13008,B890,KIEVIT - ROERDOMP,32997.47,16136310.71
1625,20695,11035B02-,11035,B02-,EVERHOEK,3284.91,539967.05
486,21193,12025A301,12025,A301,NEKKERSPOEL - BEERPUTTEN,4002.89,458063.52
1234,20031,11002T03-,11002,T03-,STUIVENBERG,2029.63,241988.95
819,21525,13008A20-,13008,A20-,WINKELOMSEHEIDE-KERN,5590.28,436780.62
465,40143,12021B0PA,12021,B0PA,TALLAART - HAZENDONK,35209.06,14774757
775,40288,13003B091,13003,B091,VERSPREIDE BEWONING,41188.76,11135245.43
226,20933,11055A091,11055,A091,ZOERSELHOF,7490.98,2541199.76
1677,40401,13017C090,13017,C090,DEHOEK - KRAANSCHOT,30984.24,9597229.46
545,40170,12025D091,12025,D091,HEFFEN-VERSPREIDE BEWONING,22884.77,6209759.15
891,21597,13011A100,13011,A100,SPAANS HOF - KAPELLENBLOK,5350.07,732759.19
555,21262,12025F052,12025,F052,BEUK,2111.29,176925.37
1531,20601,11023A122,11023,A122,PUTTE-OOST,4681.45,473729.77
1140,19937,11002P12-,11002,P12-,DE NOTESCHELP,2601.79,255443.89
1041,19839,11002C42-,11002,C42-,DE ZAVEL (NOORDWIJK ),1525.67,133004.09
1879,40493,13037A091,13037,A091,KLEINE GAMMEL - HEES - BOLK - MIDDELSTEDE,36432.63,23031140.11
369,40106,12009A19-,12009,A19-,MIJLSTRAAT-VERSPREIDE BEWONING,18374.37,4783522.66
111,39955,11044A0PN,11044,A0PN,FORT,26545.28,8601673.88
1113,19911,11002K175,11002,K175,CHURCHILLDOK-G. M. CONTIN.,15015.53,8345633.17
